"filename", "language", "Markdown", "JavaScript", "XML", "HTML", "CSS", "JSON", "comment", "blank", "total"
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\prerequisities\ShowPrerequisities.js", "JavaScript", 0, 173, 0, 0, 0, 0, 0, 1, 174
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\products\EditProduct.js", "JavaScript", 0, 246, 0, 0, 0, 0, 1, 5, 252
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\products\NewProduct.js", "JavaScript", 0, 260, 0, 0, 0, 0, 1, 4, 265
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\products\Products.css", "CSS", 0, 0, 0, 0, 17, 0, 1, 2, 20
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\products\Products.js", "JavaScript", 0, 162, 0, 0, 0, 0, 26, 7, 195
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\quiz\AvailableQuizes.js", "JavaScript", 0, 249, 0, 0, 0, 0, 13, 4, 266
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\quiz\DoneQuizes.js", "JavaScript", 0, 125, 0, 0, 0, 0, 0, 5, 130
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\quiz\Quizes.css", "CSS", 0, 0, 0, 0, 47, 0, 2, 5, 54
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\quiz\student\Test.js", "JavaScript", 0, 467, 0, 0, 0, 0, 2, 8, 477
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\quiz\student\UserPreviewQuiz.js", "JavaScript", 0, 286, 0, 0, 0, 0, 1, 3, 290
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\quiz\teacher\CreateQuiz.css", "CSS", 0, 0, 0, 0, 33, 0, 1, 2, 36
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\quiz\teacher\CreateQuiz.js", "JavaScript", 0, 461, 0, 0, 0, 0, 0, 8, 469
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\quiz\teacher\CreatedQuizes.js", "JavaScript", 0, 196, 0, 0, 0, 0, 0, 3, 199
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\quiz\teacher\EditQuiz.js", "JavaScript", 0, 478, 0, 0, 0, 0, 3, 8, 489
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\quiz\teacher\NewQuiz.js", "JavaScript", 0, 492, 0, 0, 0, 0, 97, 5, 594
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\quiz\teacher\QuizPreview.js", "JavaScript", 0, 192, 0, 0, 0, 0, 0, 2, 194
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\recipts\PaidRecipts.js", "JavaScript", 0, 187, 0, 0, 0, 0, 0, 4, 191
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\recipts\ReciptPreviewFail.js", "JavaScript", 0, 206, 0, 0, 0, 0, 0, 3, 209
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\recipts\ReciptPreviewSuccess.js", "JavaScript", 0, 205, 0, 0, 0, 0, 0, 2, 207
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\recipts\UnPaidRecipts.js", "JavaScript", 0, 206, 0, 0, 0, 0, 0, 3, 209
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\tags\CreateTags.js", "JavaScript", 0, 198, 0, 0, 0, 0, 1, 3, 202
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\tags\Tags.css", "CSS", 0, 0, 0, 0, 11, 0, 0, 1, 12
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\tags\Tags.js", "JavaScript", 0, 156, 0, 0, 0, 0, 0, 2, 158
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\tickets\NewTicket.js", "JavaScript", 0, 106, 0, 0, 0, 0, 0, 6, 112
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\tickets\Tickets.js", "JavaScript", 0, 7, 0, 0, 0, 0, 0, 3, 10
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\videoUpload\CoursePreview.css", "CSS", 0, 0, 0, 0, 25, 0, 0, 2, 27
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\videoUpload\CoursePreview.js", "JavaScript", 0, 487, 0, 0, 0, 0, 0, 7, 494
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\videoUpload\CreateCourse.css", "CSS", 0, 0, 0, 0, 40, 0, 1, 5, 46
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\videoUpload\CreateCourse.js", "JavaScript", 0, 332, 0, 0, 0, 0, 9, 7, 348
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\videoUpload\NewVideo.js", "JavaScript", 0, 298, 0, 0, 0, 0, 52, 7, 357
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\videoUpload\PreviewCourseTable.js", "JavaScript", 0, 66, 0, 0, 0, 0, 8, 3, 77
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\videoUpload\UploadedCourses.js", "JavaScript", 0, 160, 0, 0, 0, 0, 0, 3, 163
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\videoUpload\teacher\EditVideo.js", "JavaScript", 0, 272, 0, 0, 0, 0, 3, 4, 279
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\welcome\Welcome.js", "JavaScript", 0, 243, 0, 0, 0, 0, 0, 6, 249
"c:\Users\1\Desktop\LMS-UI\src\pages\app\App.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\1\Desktop\LMS-UI\src\pages\app\App.js", "JavaScript", 0, 46, 0, 0, 0, 0, 1, 4, 51
"c:\Users\1\Desktop\LMS-UI\src\pages\app\ScreenRouter.js", "JavaScript", 0, 190, 0, 0, 0, 0, 0, 18, 208
"c:\Users\1\Desktop\LMS-UI\src\pages\app\logo.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\Users\1\Desktop\LMS-UI\src\pages\authentication\LogOut.js", "JavaScript", 0, 13, 0, 0, 0, 0, 0, 3, 16
"c:\Users\1\Desktop\LMS-UI\src\pages\authentication\Login.js", "JavaScript", 0, 644, 0, 0, 0, 0, 29, 14, 687
"c:\Users\1\Desktop\LMS-UI\src\pages\authentication\Signup.css", "CSS", 0, 0, 0, 0, 21, 0, 2, 2, 25
"c:\Users\1\Desktop\LMS-UI\src\pages\authentication\Signup.js", "JavaScript", 0, 670, 0, 0, 0, 0, 30, 14, 714
"c:\Users\1\Desktop\LMS-UI\src\pages\landing\Appbar.js", "JavaScript", 0, 78, 0, 0, 0, 0, 0, 6, 84
"c:\Users\1\Desktop\LMS-UI\src\pages\landing\FirstComponent.js", "JavaScript", 0, 180, 0, 0, 0, 0, 6, 10, 196
"c:\Users\1\Desktop\LMS-UI\src\pages\landing\Landing.js", "JavaScript", 0, 266, 0, 0, 0, 0, 4, 14, 284
"c:\Users\1\Desktop\LMS-UI\src\pages\landing\MobileDrawer.js", "JavaScript", 0, 89, 0, 0, 0, 0, 0, 8, 97
"c:\Users\1\Desktop\LMS-UI\src\pages\landing\SecondComponent.js", "JavaScript", 0, 395, 0, 0, 0, 0, 13, 22, 430
"c:\Users\1\Desktop\LMS-UI\src\redux\actions.js", "JavaScript", 0, 61, 0, 0, 0, 0, 1, 0, 62
"c:\Users\1\Desktop\LMS-UI\src\redux\reducers.js", "JavaScript", 0, 25, 0, 0, 0, 0, 0, 2, 27
"c:\Users\1\Desktop\LMS-UI\src\redux\store.js", "JavaScript", 0, 13, 0, 0, 0, 0, 0, 3, 16
"c:\Users\1\Desktop\LMS-UI\src\reportWebVitals.js", "JavaScript", 0, 12, 0, 0, 0, 0, 0, 2, 14
"c:\Users\1\Desktop\LMS-UI\src\setupTests.js", "JavaScript", 0, 1, 0, 0, 0, 0, 4, 1, 6
"c:\Users\1\Desktop\LMS-UI\src\utils\api.js", "JavaScript", 0, 42, 0, 0, 0, 0, 0, 2, 44
"c:\Users\1\Desktop\LMS-UI\src\utils\error_translator.js", "JavaScript", 0, 11, 0, 0, 0, 0, 0, 0, 11
"c:\Users\1\Desktop\LMS-UI\src\utils\redux_utils.js", "JavaScript", 0, 17, 0, 0, 0, 0, 0, 1, 18
"c:\Users\1\Desktop\LMS-UI\src\utils\utils.js", "JavaScript", 0, 90, 0, 0, 0, 0, 2, 4, 96
"Total", "-", 74, 19633, 54, 180, 845, 43966, 557, 748, 66057
