"filename", "language", "Markdown", "JavaScript", "XML", "HTML", "CSS", "JSON", "comment", "blank", "total"
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\courses\VIdeoSIngle.js", "JavaScript", 0, 210, 0, 0, 0, 0, 39, 11, 260
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\courses\teacher\EditCourse.css", "CSS", 0, 0, 0, 0, 40, 0, 1, 5, 46
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\courses\teacher\EditCourse.js", "JavaScript", 0, 373, 0, 0, 0, 0, 2, 5, 380
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\courses\teacher\TeacherCourses.js", "JavaScript", 0, 205, 0, 0, 0, 0, 0, 5, 210
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\discounts\Discounts.css", "CSS", 0, 0, 0, 0, 17, 0, 1, 2, 20
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\discounts\Discounts.js", "JavaScript", 0, 159, 0, 0, 0, 0, 0, 4, 163
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\discounts\EditDiscount.js", "JavaScript", 0, 280, 0, 0, 0, 0, 2, 6, 288
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\discounts\NewDiscount.js", "JavaScript", 0, 278, 0, 0, 0, 0, 1, 4, 283
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\payment\Payment.js", "JavaScript", 0, 184, 0, 0, 0, 0, 0, 2, 186
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\post\EditPost.js", "JavaScript", 0, 380, 0, 0, 0, 0, 2, 4, 386
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\post\EditPostStatus.js", "JavaScript", 0, 301, 0, 0, 0, 0, 0, 8, 309
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\post\NewPost.js", "JavaScript", 0, 333, 0, 0, 0, 0, 2, 7, 342
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\post\PostPreview.js", "JavaScript", 0, 224, 0, 0, 0, 0, 0, 5, 229
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\post\Posts.js", "JavaScript", 0, 208, 0, 0, 0, 0, 0, 7, 215
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\prerequisities\CreatePrerequisities.js", "JavaScript", 0, 263, 0, 0, 0, 0, 0, 3, 266
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\prerequisities\EditPrequisity.js", "JavaScript", 0, 274, 0, 0, 0, 0, 0, 2, 276
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\prerequisities\GetPrerequisities.js", "JavaScript", 0, 168, 0, 0, 0, 0, 0, 3, 171
"c:\Users\1\Desktop\LMS-UI\src\pages\academy\prerequisities\ShowPrerequisities.css", "CSS", 0, 0, 0, 0, 3, 0, 0, 0, 3
